t,com_des_y,com_ff_y,com_x,com_y,com_z,margin_full,margin_left,margin_right,pelvis_roll,pelvis_pitch,Fn_left,Fn_right,slip_left,slip_right,n_contact_left,n_contact_right,sat_count,q_l_hip_yaw,q_l_hip_roll,q_l_hip_pitch,q_l_knee_pitch,q_l_ankle_pitch,q_l_ankle_roll,q_r_hip_yaw,q_r_hip_roll,q_r_hip_pitch,q_r_knee_pitch,q_r_ankle_pitch,q_r_ankle_roll,qd_l_hip_yaw,qd_l_hip_roll,qd_l_hip_pitch,qd_l_knee_pitch,qd_l_ankle_pitch,qd_l_ankle_roll,qd_r_hip_yaw,qd_r_hip_roll,qd_r_hip_pitch,qd_r_knee_pitch,qd_r_ankle_pitch,qd_r_ankle_roll,tau_l_hip_yaw,tau_l_hip_roll,tau_l_hip_pitch,tau_l_knee_pitch,tau_l_ankle_pitch,tau_l_ankle_roll,tau_r_hip_yaw,tau_r_hip_roll,tau_r_hip_pitch,tau_r_knee_pitch,tau_r_ankle_pitch,tau_r_ankle_roll
0.064,0,0,0.00307299,-8.42099e-18,0.201035,0.0330929,-0.0275,-0.0275,-2.73759e-18,-0.0028013,10.1043,10.1043,9.22766e-08,9.22766e-08,4,4,0,9.88544e-18,7.89162e-18,-0.100003,0.201739,-0.100668,-1.76455e-17,-2.77176e-18,-1.95697e-17,-0.100003,0.201739,-0.100668,2.61322e-17,6.80501e-18,-8.10072e-17,-4.55755e-08,-5.8262e-06,-2.67727e-05,-7.42992e-16,2.65505e-16,1.87701e-16,-4.55755e-08,-5.8262e-06,-2.67727e-05,4.18887e-16,-3.00639e-16,-3.46919e-16,0.00015154,-0.07827,0.0200338,5.42934e-16,7.06488e-17,5.96538e-16,0.00015154,-0.07827,0.0200338,-8.13493e-16
0.066,0,0,0.003073,-8.42099e-18,0.201035,0.0330929,-0.0275,-0.0275,-2.90727e-18,-0.00280123,10.1043,10.1043,9.42336e-08,9.42336e-08,4,4,0,9.74239e-18,7.43218e-18,-0.100003,0.201739,-0.100668,-1.94368e-17,-2.29239e-18,-1.88859e-17,-0.100003,0.201739,-0.100668,2.62491e-17,-7.15262e-17,-2.29723e-16,-3.44824e-08,-6.2084e-06,-2.76524e-05,-8.95644e-16,2.39686e-16,3.41909e-16,-3.44824e-08,-6.2084e-06,-2.76524e-05,5.84528e-17,-2.97529e-16,-1.3466e-16,0.000151526,-0.0782692,0.0200355,5.84668e-16,4.54662e-17,3.50542e-16,0.000151526,-0.0782692,0.0200355,-8.15143e-16
0.068,0,0,0.00307301,-1.01052e-17,0.201035,0.0330929,-0.0275,-0.0275,-2.72121e-18,-0.00280116,10.1043,10.1043,9.60936e-08,9.60936e-08,4,4,0,9.29424e-18,6.48445e-18,-0.100003,0.201739,-0.100668,-2.05615e-17,-1.8128e-18,-1.78082e-17,-0.100003,0.201739,-0.100668,2.65959e-17,-2.24075e-16,-4.73863e-16,-2.35402e-08,-6.56978e-06,-2.84559e-05,-5.62354e-16,2.39796e-16,5.38835e-16,-2.35402e-08,-6.56978e-06,-2.84559e-05,1.73397e-16,-2.82119e-16,6.65426e-17,0.000151512,-0.0782684,0.0200373,6.49768e-16,3.47499e-17,1.35687e-16,0.000151512,-0.0782684,0.0200373,-7.91823e-16
0.07,0,0,0.00307301,-1.01052e-17,0.201035,0.0330929,-0.0275,-0.0275,-2.83365e-18,-0.00280109,10.1043,10.1043,9.78547e-08,9.78547e-08,4,4,0,8.86625e-18,5.68087e-18,-0.100003,0.201739,-0.100668,-2.13261e-17,-1.31849e-18,-1.69101e-17,-0.100003,0.201739,-0.100668,2.7229e-17,-2.13994e-16,-4.0179e-16,-1.27688e-08,-6.91002e-06,-2.91831e-05,-3.82309e-16,2.47156e-16,4.49075e-16,-1.27688e-08,-6.91002e-06,-2.91831e-05,3.16544e-16,-2.47021e-16,4.02651e-16,0.000151498,-0.0782676,0.0200391,6.58702e-16,2.03465e-17,-1.44818e-16,0.000151498,-0.0782676,0.0200391,-8.10782e-16
0.072,0,0,0.00307302,-5.05259e-18,0.201035,0.033093,-0.0275,-0.0275,-2.79987e-18,-0.00280102,10.1043,10.1043,9.95151e-08,9.95151e-08,4,4,0,8.33307e-18,4.72827e-18,-0.100003,0.201739,-0.100668,-2.20676e-17,-8.39453e-19,-1.58458e-17,-0.100003,0.201739,-0.100668,2.79868e-17,-2.66592e-16,-4.76299e-16,-2.18755e-09,-7.2288e-06,-2.98339e-05,-3.70714e-16,2.39518e-16,5.32148e-16,-2.18755e-09,-7.2288e-06,-2.98339e-05,3.78936e-16,-2.35613e-16,3.35928e-16,0.000151482,-0.0782667,0.0200409,6.6824e-16,4.47237e-18,-5.86428e-17,0.000151482,-0.0782667,0.0200409,-8.40429e-16
0.074,0,0,0.00307303,-5.05259e-18,0.201035,0.033093,-0.0275,-0.0275,-2.75921e-18,-0.00280094,10.1043,10.1043,1.01073e-07,1.01073e-07,4,4,0,7.65771e-18,3.59504e-18,-0.100003,0.201739,-0.100668,-2.21455e-17,-2.1204e-19,-1.46944e-17,-0.100003,0.201739,-0.100668,2.79884e-17,-3.3768e-16,-5.66617e-16,8.18493e-09,-7.52588e-06,-3.04085e-05,-3.89576e-17,3.13706e-16,5.75682e-16,8.18493e-09,-7.52588e-06,-3.04085e-05,8.0006e-19,-2.12151e-16,4.58406e-16,0.000151466,-0.0782658,0.0200428,6.8962e-16,-8.81442e-18,-1.95265e-16,0.000151466,-0.0782658,0.0200428,-8.67809e-16
0.076,0,0,0.00307304,-5.05259e-18,0.201035,0.033093,-0.0275,-0.0275,-3.59969e-18,-0.00280086,10.1043,10.1043,1.02528e-07,1.02528e-07,4,4,0,7.10061e-18,3.08939e-18,-0.100003,0.201739,-0.100668,-2.14622e-17,3.40963e-19,-1.41659e-17,-0.100003,0.201739,-0.100668,2.74494e-17,-2.78546e-16,-2.52821e-16,1.8331e-08,-7.80108e-06,-3.09073e-05,3.41643e-16,2.76502e-16,2.64258e-16,1.8331e-08,-7.80108e-06,-3.09073e-05,-2.69513e-16,-1.818e-16,6.06226e-16,0.000151449,-0.078265,0.0200447,6.67264e-16,-3.81674e-17,-2.84668e-16,0.000151449,-0.078265,0.0200447,-8.39712e-16
0.078,0,0,0.00307305,-8.42099e-18,0.201035,0.033093,-0.0275,-0.0275,-4.01161e-18,-0.00280078,10.1043,10.1043,1.03879e-07,1.03879e-07,4,4,0,6.44698e-18,2.23592e-18,-0.100003,0.201739,-0.100668,-2.09556e-17,8.67575e-19,-1.32737e-17,-0.100003,0.201739,-0.100668,2.71888e-17,-3.26819e-16,-4.26737e-16,2.82337e-08,-8.05425e-06,-3.13307e-05,2.5332e-16,2.63306e-16,4.46103e-16,2.82337e-08,-8.05425e-06,-3.13307e-05,-1.30311e-16,-1.73481e-16,2.25935e-16,0.000151432,-0.0782641,0.0200466,6.18437e-16,-4.94765e-17,9.19467e-17,0.000151432,-0.0782641,0.0200466,-8.03422e-16
0.08,0,0,0.00307306,-8.42099e-18,0.201035,0.033093,-0.0275,-0.0275,-5.02842e-18,-0.0028007,10.1043,10.1043,1.05124e-07,1.05124e-07,4,4,0,5.91217e-18,1.80686e-18,-0.100003,0.201739,-0.100668,-2.0314e-17,1.23194e-18,-1.27993e-17,-0.100003,0.201739,-0.100668,2.67822e-17,-2.67403e-16,-2.14529e-16,3.78771e-08,-8.28529e-06,-3.16792e-05,3.20784e-16,1.82184e-16,2.37218e-16,3.78771e-08,-8.28529e-06,-3.16792e-05,-2.03276e-16,-1.47019e-16,4.70716e-16,0.000151414,-0.0782632,0.0200485,6.09812e-16,-6.34019e-17,-1.63989e-16,0.000151414,-0.0782632,0.0200485,-8.05964e-16
0.082,0,0,0.00307308,-6.73679e-18,0.201035,0.033093,-0.0275,-0.0275,-6.14341e-18,-0.00280061,10.1043,10.1043,1.06264e-07,1.06264e-07,4,4,0,5.44463e-18,1.43815e-18,-0.100003,0.201739,-0.100668,-1.95516e-17,1.55312e-18,-1.23691e-17,-0.100003,0.201739,-0.100668,2.60821e-17,-2.33773e-16,-1.84357e-16,4.7246e-08,-8.49417e-06,-3.19538e-05,3.81217e-16,1.6059e-16,2.15064e-16,4.7246e-08,-8.49417e-06,-3.19538e-05,-3.50049e-16,-1.39409e-16,2.16154e-16,0.000151396,-0.0782623,0.0200505,5.85543e-16,-6.28182e-17,8.50246e-17,0.000151396,-0.0782623,0.0200505,-7.88337e-16
0.084,0,0,0.00307309,-6.73679e-18,0.201035,0.033093,-0.0275,-0.0275,-6.65033e-18,-0.00280053,10.1043,10.1043,1.07297e-07,1.07297e-07,4,4,0,5.14038e-18,6.03525e-19,-0.100003,0.201739,-0.100668,-1.87661e-17,1.71154e-18,-1.14386e-17,-0.100003,0.201739,-0.100668,2.51039e-17,-1.52121e-16,-4.17312e-16,5.63261e-08,-8.68087e-06,-3.21552e-05,3.92749e-16,7.92102e-17,4.65263e-16,5.63261e-08,-8.68087e-06,-3.21552e-05,-4.89105e-16,-1.30156e-16,1.8919e-16,0.000151377,-0.0782614,0.0200524,5.58172e-16,-6.93885e-17,1.0004e-16,0.000151377,-0.0782614,0.0200524,-7.56409e-16
0.086,0,0,0.0030731,-8.42099e-18,0.201035,0.033093,-0.0275,-0.0275,-7.12207e-18,-0.00280044,10.1043,10.1043,1.08225e-07,1.08225e-07,4,4,0,4.90166e-18,-2.59937e-19,-0.100003,0.201739,-0.100668,-1.83183e-17,1.812e-18,-1.04687e-17,-0.100003,0.201739,-0.100668,2.41408e-17,-1.19361e-16,-4.31731e-16,6.51041e-08,-8.84547e-06,-3.22845e-05,2.23861e-16,5.02276e-17,4.84926e-16,6.51041e-08,-8.84547e-06,-3.22845e-05,-4.8155e-16,-1.32619e-16,5.07809e-16,0.000151358,-0.0782604,0.0200544,5.33749e-16,-6.25897e-17,-2.43188e-16,0.000151358,-0.0782604,0.0200544,-7.16713e-16
0.088,0,0,0.00307311,-5.05259e-18,0.201035,0.0330931,-0.0275,-0.0275,-7.75449e-18,-0.00280035,10.1043,10.1043,1.09047e-07,1.09047e-07,4,4,0,4.88374e-18,-1.13097e-18,-0.100003,0.201739,-0.100668,-1.71579e-17,1.69551e-18,-9.59074e-18,-0.100003,0.201739,-0.100668,2.32763e-17,-8.96215e-18,-4.35519e-16,7.35675e-08,-8.98804e-06,-3.23429e-05,5.80226e-16,-5.82449e-17,4.39003e-16,7.35675e-08,-8.98804e-06,-3.23429e-05,-4.32251e-16,-1.30107e-16,5.51885e-16,0.000151338,-0.0782595,0.0200563,5.32888e-16,-6.14895e-17,-2.97064e-16,0.000151338,-0.0782595,0.0200563,-6.88382e-16
0.09,0,0,0.00307312,-8.42099e-18,0.201035,0.0330931,-0.0275,-0.0275,-8.16317e-18,-0.00280026,10.1043,10.1043,1.09763e-07,1.09763e-07,4,4,0,5.11765e-18,-2.17143e-18,-0.100003,0.201739,-0.100669,-1.53833e-17,1.59187e-18,-8.55886e-18,-0.100003,0.201739,-0.100669,2.21856e-17,1.16956e-16,-5.20229e-16,8.17047e-08,-9.10873e-06,-3.23317e-05,8.87317e-16,-5.18212e-17,5.1594e-16,8.17047e-08,-9.10873e-06,-3.23317e-05,-5.45363e-16,-1.4524e-16,5.82789e-16,0.000151319,-0.0782586,0.0200583,4.7155e-16,-4.25978e-17,-2.6553e-16,0.000151319,-0.0782586,0.0200583,-6.66116e-16
0.092,0,0,0.00307314,-8.42099e-18,0.201035,0.0330931,-0.0275,-0.0275,-8.54623e-18,-0.00280017,10.1043,10.1043,1.10375e-07,1.10375e-07,4,4,0,5.3333e-18,-3.1699e-18,-0.100003,0.201739,-0.100669,-1.38872e-17,1.42065e-18,-7.3623e-18,-0.100003,0.201739,-0.100669,1.99009e-17,1.07823e-16,-4.99237e-16,8.95051e-08,-9.20772e-06,-3.22523e-05,7.48028e-16,-8.56095e-17,5.98281e-16,8.95051e-08,-9.20772e-06,-3.22523e-05,-1.14233e-15,-1.70131e-16,7.20759e-16,0.000151299,-0.0782577,0.0200602,3.95453e-16,-4.04003e-17,-3.93445e-16,0.000151299,-0.0782577,0.0200602,-6.24976e-16
0.094,0,0,0.00307315,-8.42099e-18,0.201035,0.0330931,-0.0275,-0.0275,-7.90254e-18,-0.00280007,10.1043,10.1043,1.10882e-07,1.10882e-07,4,4,0,5.40652e-18,-4.85102e-18,-0.100003,0.201739,-0.100669,-1.27638e-17,1.26112e-18,-5.48242e-18,-0.100003,0.201739,-0.100669,1.73937e-17,3.66119e-17,-8.40558e-16,9.6959e-08,-9.28524e-06,-3.21063e-05,5.61715e-16,-7.97621e-17,9.39938e-16,9.6959e-08,-9.28524e-06,-3.21063e-05,-1.25363e-15,-1.75304e-16,7.24258e-16,0.000151278,-0.0782568,0.0200621,3.60939e-16,-3.04677e-17,-5.33113e-16,0.000151278,-0.0782568,0.0200621,-5.12003e-16
0.096,0,0,0.00307316,-3.3684e-18,0.201035,0.0330931,-0.0275,-0.0275,-6.94257e-18,-0.00279998,10.1043,10.1043,1.11286e-07,1.11286e-07,4,4,0,5.63188e-18,-6.81801e-18,-0.100003,0.201739,-0.100669,-1.12129e-17,1.0803e-18,-3.4502e-18,-0.100003,0.201739,-0.100669,1.48699e-17,1.1268e-16,-9.83495e-16,1.04058e-07,-9.34156e-06,-3.18952e-05,7.75441e-16,-9.04095e-17,1.01611e-15,1.04058e-07,-9.34156e-06,-3.18952e-05,-1.26187e-15,-1.67392e-16,1.20484e-15,0.000151258,-0.0782559,0.020064,3.41104e-16,-2.6512e-17,-1.02008e-15,0.000151258,-0.0782559,0.020064,-4.28501e-16
0.098,0,0,0.00307318,-6.73679e-18,0.201035,0.0330931,-0.0275,-0.0275,-5.14827e-18,-0.00279989,10.1043,10.1043,1.11589e-07,1.11589e-07,4,4,0,5.6919e-18,-9.39693e-18,-0.100003,0.201739,-0.100669,-9.35159e-18,9.20211e-19,-8.89381e-19,-0.100003,0.201739,-0.100669,1.19513e-17,3.00088e-17,-1.28946e-15,1.10793e-07,-9.37697e-06,-3.16208e-05,9.30644e-16,-8.0047e-17,1.28041e-15,1.10793e-07,-9.37697e-06,-3.16208e-05,-1.4593e-15,-1.84951e-16,1.44399e-15,0.000151238,-0.0782551,0.0200659,2.7867e-16,-1.95761e-17,-1.17704e-15,0.000151238,-0.0782551,0.0200659,-3.52176e-16
0.1,0,0,0.00307319,-3.3684e-18,0.201035,0.0330931,-0.0275,-0.0275,-4.42618e-18,-0.0027998,10.1043,10.1043,1.11791e-07,1.11791e-07,4,4,0,5.98863e-18,-1.11341e-17,-0.100003,0.201739,-0.100669,-6.89498e-18,4.24938e-19,7.61316e-19,-0.100003,0.201739,-0.100669,8.39358e-18,1.48365e-16,-8.68607e-16,1.17159e-07,-9.39183e-06,-3.12851e-05,1.22831e-15,-2.47637e-16,8.25349e-16,1.17159e-07,-9.39183e-06,-3.12851e-05,-1.77888e-15,-1.75016e-16,1.90694e-15,0.000151217,-0.0782542,0.0200678,2.11279e-16,-1.62442e-17,-1.58695e-15,0.000151217,-0.0782542,0.0200678,-2.49923e-16
0.102,0,0,0.0030732,-3.3684e-18,0.201035,0.0330932,-0.0275,-0.0275,-3.70384e-18,-0.00279971,10.1043,10.1043,1.11894e-07,1.11894e-07,4,4,0,6.43076e-18,-1.27852e-17,-0.100003,0.201739,-0.100669,-4.77027e-18,-3.03522e-19,2.25453e-18,-0.100003,0.201739,-0.100669,4.4875e-18,2.21067e-16,-8.25547e-16,1.23148e-07,-9.38652e-06,-3.08899e-05,1.06235e-15,-3.6423e-16,7.46608e-16,1.23148e-07,-9.38652e-06,-3.08899e-05,-1.95304e-15,-2.00718e-16,1.42868e-15,0.000151197,-0.0782533,0.0200696,1.15425e-16,2.24023e-17,-1.06298e-15,0.000151197,-0.0782533,0.0200696,-1.19403e-16
0.104,0,0,0.00307322,-6.73679e-18,0.201035,0.0330932,-0.0275,-0.0275,-3.19952e-18,-0.00279962,10.1043,10.1043,1.11901e-07,1.11901e-07,4,4,0,6.93542e-18,-1.40644e-17,-0.100003,0.201739,-0.100669,-2.4733e-18,-1.02687e-18,3.41431e-18,-0.100003,0.201739,-0.100669,6.50903e-19,2.5233e-16,-6.39586e-16,1.28757e-07,-9.36145e-06,-3.04372e-05,1.14849e-15,-3.61673e-16,5.79891e-16,1.28757e-07,-9.36145e-06,-3.04372e-05,-1.9183e-15,-2.24302e-16,1.42395e-15,0.000151177,-0.0782525,0.0200714,6.40362e-17,6.08058e-17,-1.00854e-15,0.000151177,-0.0782525,0.0200714,1.07418e-17
0.106,0,0,0.00307323,-3.3684e-18,0.201035,0.0330932,-0.0275,-0.0275,-3.44572e-18,-0.00279953,10.1043,10.1043,1.11812e-07,1.11812e-07,4,4,0,7.61202e-18,-1.47345e-17,-0.100003,0.201739,-0.100669,4.7845e-19,-1.78329e-18,3.86222e-18,-0.100003,0.201739,-0.100669,-3.24383e-18,3.38301e-16,-3.3505e-16,1.3398e-07,-9.31707e-06,-2.99292e-05,1.47588e-15,-3.78212e-16,2.23956e-16,1.3398e-07,-9.31707e-06,-2.99292e-05,-1.94737e-15,-2.43879e-16,1.22797e-15,0.000151156,-0.0782517,0.0200732,-1.12843e-17,8.21432e-17,-8.33234e-16,0.000151156,-0.0782517,0.0200732,1.23254e-16
0.108,0,0,0.00307325,-6.73679e-18,0.201035,0.0330932,-0.0275,-0.0275,-3.36006e-18,-0.00279944,10.1043,10.1043,1.1163e-07,1.1163e-07,4,4,0,8.23592e-18,-1.54679e-17,-0.100003,0.201739,-0.100669,2.80352e-18,-2.54709e-18,4.39262e-18,-0.100003,0.201739,-0.100669,-6.50551e-18,3.11947e-16,-3.66678e-16,1.38814e-07,-9.25387e-06,-2.9368e-05,1.16253e-15,-3.819e-16,2.65196e-16,1.38814e-07,-9.25387e-06,-2.9368e-05,-1.63084e-15,-2.7638e-16,8.6428e-16,0.000151136,-0.0782509,0.020075,-1.24205e-16,1.07184e-16,-3.98106e-16,0.000151136,-0.0782509,0.020075,2.4226e-16
0.11,0,0,0.00307326,-5.05259e-18,0.201035,0.0330932,-0.0275,-0.0275,-2.46708e-18,-0.00279935,10.1043,10.1043,1.11357e-07,1.11357e-07,4,4,0,8.78624e-18,-1.66151e-17,-0.100003,0.201739,-0.100669,4.46538e-18,-3.35014e-18,5.39966e-18,-0.100003,0.201739,-0.100669,-9.85088e-18,2.75162e-16,-5.73604e-16,1.43257e-07,-9.17235e-06,-2.8756e-05,8.30934e-16,-4.01522e-16,5.03521e-16,1.43257e-07,-9.17235e-06,-2.8756e-05,-1.67268e-15,-2.91356e-16,9.26141e-16,0.000151116,-0.0782501,0.0200767,-1.70634e-16,1.30621e-16,-4.6599e-16,0.000151116,-0.0782501,0.0200767,3.16551e-16
0.112,0,0,0.00307327,-5.05259e-18,0.201035,0.0330932,-0.0275,-0.0275,-1.21449e-18,-0.00279926,10.1043,10.1043,1.10996e-07,1.10996e-07,4,4,0,9.16654e-18,-1.78679e-17,-0.100003,0.201739,-0.100669,6.6149e-18,-4.02347e-18,6.51917e-18,-0.100003,0.201739,-0.100669,-1.3435e-17,1.90149e-16,-6.26395e-16,1.47308e-07,-9.07305e-06,-2.80954e-05,1.07476e-15,-3.36666e-16,5.59757e-16,1.47308e-07,-9.07305e-06,-2.80954e-05,-1.79208e-15,-3.02645e-16,1.22133e-15,0.000151097,-0.0782493,0.0200783,-1.95809e-16,1.57498e-16,-7.9655e-16,0.000151097,-0.0782493,0.0200783,4.20026e-16
0.114,0,0,0.00307329,-5.05259e-18,0.201035,0.0330932,-0.0275,-0.0275,-4.81364e-19,-0.00279917,10.1043,10.1043,1.10549e-07,1.10549e-07,4,4,0,9.48919e-18,-1.85685e-17,-0.100003,0.201739,-0.100669,8.90637e-18,-4.5936e-18,7.08387e-18,-0.100003,0.201739,-0.100669,-1.67437e-17,1.61325e-16,-3.50304e-16,1.50966e-07,-8.95654e-06,-2.73886e-05,1.14573e-15,-2.85063e-16,2.82347e-16,1.50966e-07,-8.95654e-06,-2.73886e-05,-1.65433e-15,-3.01987e-16,1.32545e-15,0.000151077,-0.0782485,0.0200799,-2.78442e-16,1.68492e-16,-9.01007e-16,0.000151077,-0.0782485,0.0200799,5.36437e-16
0.116,0,0,0.0030733,-5.05259e-18,0.201035,0.0330932,-0.0275,-0.0275,1.47037e-19,-0.00279909,10.1043,10.1043,1.1002e-07,1.1002e-07,4,4,0,9.93198e-18,-1.90199e-17,-0.100003,0.201739,-0.100669,1.08528e-17,-5.22794e-18,7.40802e-18,-0.100003,0.201739,-0.100669,-2.00732e-17,2.21395e-16,-2.25709e-16,1.54231e-07,-8.82342e-06,-2.6638e-05,9.73241e-16,-3.17171e-16,1.62076e-16,1.54231e-07,-8.82342e-06,-2.6638e-05,-1.66473e-15,-3.07575e-16,9.98522e-16,0.000151058,-0.0782478,0.0200815,-3.52469e-16,1.78271e-16,-5.68343e-16,0.000151058,-0.0782478,0.0200815,6.25445e-16
0.118,0,0,0.00307331,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,4.22596e-19,-0.00279901,10.1043,10.1043,1.09409e-07,1.09409e-07,4,4,0,1.03631e-17,-1.90243e-17,-0.100003,0.201739,-0.100669,1.22799e-17,-5.77658e-18,7.27853e-18,-0.100003,0.201739,-0.100669,-2.25178e-17,2.15568e-16,-2.2286e-18,1.57104e-07,-8.67429e-06,-2.58461e-05,7.13543e-16,-2.74322e-16,-6.47451e-17,1.57104e-07,-8.67429e-06,-2.58461e-05,-1.22234e-15,-3.29385e-16,8.55046e-16,0.000151039,-0.0782471,0.020083,-3.98025e-16,2.01858e-16,-4.26496e-16,0.000151039,-0.0782471,0.020083,7.26102e-16
0.12,0,0,0.00307333,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,1.3825e-18,-0.00279893,10.1043,10.1043,1.08721e-07,1.08721e-07,4,4,0,1.05139e-17,-1.93989e-17,-0.100003,0.201739,-0.100669,1.41588e-17,-5.94349e-18,7.47052e-18,-0.100003,0.201739,-0.100669,-2.4267e-17,7.53929e-17,-1.87257e-16,1.59586e-07,-8.5098e-06,-2.50154e-05,9.39409e-16,-8.34561e-17,9.59938e-17,1.59586e-07,-8.5098e-06,-2.50154e-05,-8.74585e-16,-3.41492e-16,5.73539e-16,0.00015102,-0.0782464,0.0200845,-4.21508e-16,2.12236e-16,-1.36761e-16,0.00015102,-0.0782464,0.0200845,7.66515e-16
0.122,0,0,0.00307334,-3.3684e-18,0.201035,0.0330933,-0.0275,-0.0275,1.94351e-18,-0.00279885,10.1043,10.1043,1.07959e-07,1.07959e-07,4,4,0,1.04353e-17,-1.93211e-17,-0.100003,0.201739,-0.100669,1.59918e-17,-6.03945e-18,7.25107e-18,-0.100003,0.201739,-0.100669,-2.53206e-17,-3.92985e-17,3.88651e-17,1.61681e-07,-8.3306e-06,-2.41484e-05,9.16522e-16,-4.79766e-17,-1.09724e-16,1.61681e-07,-8.3306e-06,-2.41484e-05,-5.26808e-16,-3.26119e-16,8.17955e-16,0.000151002,-0.0782458,0.0200859,-4.94684e-16,1.90151e-16,-3.45091e-16,0.000151002,-0.0782458,0.0200859,7.93107e-16
0.124,0,0,0.00307335,-6.73679e-18,0.201035,0.0330933,-0.0275,-0.0275,2.26451e-18,-0.00279877,10.1043,10.1043,1.07126e-07,1.07126e-07,4,4,0,1.02602e-17,-1.89509e-17,-0.100003,0.201739,-0.10067,1.79188e-17,-6.00862e-18,6.74843e-18,-0.100003,0.201739,-0.10067,-2.6361e-17,-8.75748e-17,1.85092e-16,1.63392e-07,-8.13737e-06,-2.32477e-05,9.63483e-16,1.54142e-17,-2.51319e-16,1.63392e-07,-8.13737e-06,-2.32477e-05,-5.20194e-16,-3.07481e-16,5.30654e-16,0.000150984,-0.0782452,0.0200872,-5.47972e-16,1.87993e-16,-7.92522e-17,0.000150984,-0.0782452,0.0200872,7.9883e-16
0.126,0,0,0.00307336,-6.73679e-18,0.201035,0.0330933,-0.0275,-0.0275,2.80161e-18,-0.00279869,10.1043,10.1043,1.06224e-07,1.06224e-07,4,4,0,9.94516e-18,-1.86258e-17,-0.100003,0.201739,-0.10067,2.00037e-17,-5.84541e-18,6.28629e-18,-0.100003,0.201739,-0.10067,-2.71591e-17,-1.57497e-16,1.62581e-16,1.64723e-07,-7.9308e-06,-2.2316e-05,1.04245e-15,8.16026e-17,-2.3107e-16,1.64723e-07,-7.9308e-06,-2.2316e-05,-3.99041e-16,-2.95374e-16,3.35266e-16,0.000150967,-0.0782446,0.0200885,-6.09276e-16,1.78071e-16,1.1427e-16,0.000150967,-0.0782446,0.0200885,8.29549e-16
0.128,0,0,0.00307338,-6.73679e-18,0.201035,0.0330933,-0.0275,-0.0275,3.69081e-18,-0.00279862,10.1043,10.1043,1.05257e-07,1.05257e-07,4,4,0,9.44496e-18,-1.84516e-17,-0.100003,0.201739,-0.10067,2.26342e-17,-5.47342e-18,5.95801e-18,-0.100003,0.201739,-0.10067,-2.7542e-17,-2.50102e-16,8.71137e-17,1.65678e-07,-7.71159e-06,-2.13557e-05,1.31527e-15,1.85997e-16,-1.64141e-16,1.65678e-07,-7.71159e-06,-2.13557e-05,-1.91468e-16,-2.75999e-16,3.53882e-16,0.00015095,-0.078244,0.0200897,-6.777e-16,1.63779e-16,1.02617e-16,0.00015095,-0.078244,0.0200897,8.44474e-16
0.13,0,0,0.00307339,-6.73679e-18,0.201035,0.0330933,-0.0275,-0.0275,4.36433e-18,-0.00279855,10.1043,10.1043,1.04229e-07,1.04229e-07,4,4,0,8.89129e-18,-1.79892e-17,-0.100003,0.201739,-0.10067,2.49954e-17,-4.94961e-18,5.35571e-18,-0.100003,0.201739,-0.10067,-2.83462e-17,-2.76832e-16,2.31192e-16,1.66264e-07,-7.48046e-06,-2.03695e-05,1.18058e-15,2.61906e-16,-3.01148e-16,1.66264e-07,-7.48046e-06,-2.03695e-05,-4.02105e-16,-2.47848e-16,4.43762e-16,0.000150934,-0.0782435,0.0200909,-7.76923e-16,1.37801e-16,2.81179e-17,0.000150934,-0.0782435,0.0200909,8.40512e-16
0.132,0,0,0.0030734,-8.42099e-18,0.201035,0.0330933,-0.0275,-0.0275,5.15062e-18,-0.00279848,10.1043,10.1043,1.03143e-07,1.03143e-07,4,4,0,8.13919e-18,-1.75077e-17,-0.100003,0.201739,-0.10067,2.74363e-17,-4.39646e-18,4.60191e-18,-0.100003,0.201739,-0.10067,-2.75114e-17,-3.76049e-16,2.40757e-16,1.66486e-07,-7.23814e-06,-1.936e-05,1.22048e-15,2.76573e-16,-3.76901e-16,1.66486e-07,-7.23814e-06,-1.936e-05,4.174e-16,-2.27444e-16,2.48316e-16,0.000150918,-0.0782429,0.020092,-8.37733e-16,1.11312e-16,2.18849e-16,0.000150918,-0.0782429,0.020092,8.80316e-16
0.134,0,0,0.00307341,-8.42099e-18,0.201035,0.0330934,-0.0275,-0.0275,6.13304e-18,-0.00279842,10.1043,10.1043,1.02002e-07,1.02002e-07,4,4,0,7.2355e-18,-1.70677e-17,-0.100003,0.201739,-0.10067,2.98618e-17,-3.82541e-18,3.81075e-18,-0.100003,0.201739,-0.10067,-2.60653e-17,-4.51848e-16,2.19997e-16,1.66352e-07,-6.98537e-06,-1.83298e-05,1.21274e-15,2.85526e-16,-3.95581e-16,1.66352e-07,-6.98537e-06,-1.83298e-05,7.23053e-16,-1.90798e-16,2.21816e-16,0.000150903,-0.0782425,0.0200931,-9.13931e-16,9.2636e-17,3.3693e-16,0.000150903,-0.0782425,0.0200931,7.94276e-16
